OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
264,3744,AK6374315115120130621,BEAR CREEK,2013,6,21,70110.0629023846,77014400.5584026,Wildfire
265,22362,AK6374815262320040810,LAKE SNOHOMISH,2004,8,10,216585.510883437,460663548.571326,Wildfire
266,11045,AK6375615978220130620,OLD WOMEN RIVER,2013,6,20,133823.195325873,227788022.148894,Wildfire
267,37083,AK6375715753719840609,WAPOO FIRE,1984,6,9,268979.088108427,764411233.867322,Wildfire
268,8101,AK6375814137219990612,MT.TERREL,1999,6,12,116372.097328203,166996079.260486,Wildfire
269,8745,AK6376614169520130627,BIG TIMBER CREEK,2013,6,27,96615.7849413986,180527811.044673,Wildfire
270,18065,AK6376715207620000623,FORAKER,2000,6,23,212497.173767726,372351435.153594,Wildfire
271,460537,AK6377414344020040618,TAYLOR HIGHWAY COMPLEX (BILLY CREEK),2004,6,18,949310.00479137,9504893388.92616,Wildfire
272,7920,AK6377815110019910704,MHM E 32,1991,7,4,95379.4382869753,163495649.317925,Wildfire
273,8340,AK6378014605020010924,DULUTH,2001,9,24,124350.632633644,172193875.469899,Wildfire
274,2644,AK6378515937720150620,HONEYMOON,2015,6,20,71524.832364029,54582793.9632576,Wildfire
275,6608,AK6355115216620010626,HERRON RIVER,2001,6,26,102727.763967145,134252747.543406,Wildland Fire Use
276,118933,AK6355515284120020717,MOOSE LAKE,2002,7,17,475774.64481654,2417093174.25566,Wildland Fire Use
277,4540,AK6356715135220130628,MCKINLEY RIVER EAST,2013,6,28,63328.1944196145,92451668.4547646,Wildfire
278,62565,AK6356715376720150626,RUNGUN CREEK,2015,6,26,480382.175167593,1272131861.72803,Wildfire
279,7222,AK6358714204520150622,DENNISON FORK,2015,6,22,212928.396553117,147058242.54842,Wildfire
280,6722,AK6360814247919990612,DENNISON-TAYLOR,1999,6,12,151646.861910523,136969926.918729,Wildfire
281,32987,AK6361314275619990612,UPPERWESTFORK,1999,6,12,342921.360255812,673088425.096902,Wildfire
282,1231,AK6362114303219860615,60 MILE,1986,6,15,36087.6128426278,25125356.9746534,Wildfire
283,5323,AK6362615097920150623,BEAR CREEK,2015,6,23,93972.2987442018,108879873.948922,Wildfire
284,89061,AK6362615589020020526,COLORADO CREEK,2002,5,26,350267.585613222,1818967906.61197,Wildfire
285,124677,AK6362915301920150705,MUNSATLI 2,2015,7,5,905594.942924707,2562091009.08818,Wildfire
286,9675,AK6364915628320100529,MCLEAN CREEK,2010,5,29,92030.1651230095,197935792.816192,Wildfire
287,5145,AK6365415551420020526,SUSULATNA,2002,5,26,102609.432148181,105293715.269474,Wildfire
288,25615,AK6365915647319880712,804037,1988,7,12,228999.491389902,524385491.73011,Wildfire
289,4164,AK6366015642520100529,TWOMILE CREEK,2010,5,29,68828.9971321991,85243804.277517,Prescribed Fire
290,1478,AK6366114287519860615,WEST FORK,1986,6,15,44574.6672378658,30261988.5365463,Wildfire
291,42797,AK6366214184319980101,STP001,1998,1,1,371720.08389448,876297994.853545,Wildfire
292,24573,AK6366415144819860705,MHM SE 27,1986,7,5,243093.935615515,503217395.056943,Wildfire
293,18963,AK6366415223220090617,FORAKER POND,2009,6,17,221351.131603004,389062758.313277,Wildfire
294,1571,AK6367315116519860705,MHM SE 36,1986,7,5,46039.6893091304,32202224.9154514,Wildfire
295,8859,AK6368015788320150627,WAPOO,2015,6,27,114409.381772348,181556478.91,Wildfire
296,127133,AK6369115895720050726,PAPA WILLIE CREEK,2005,7,26,673951.946247993,2595281034.27639,Wildfire
297,20257,AK6369215387320050615,STONE CREEK,2005,6,15,202078.683185817,415638240.308159,Wildfire
298,34217,AK6369315014320130626,TOKLAT RIVER EAST,2013,6,26,218376.143631685,707187739.975608,Wildfire
299,1494,AK6369614516520100527,DELTA COMPLEX (UPPER GERSTLE),2010,5,27,37931.4751152079,30672869.3979321,Wildfire
300,23382,AK6370915364420150626,EDEN CREEK,2015,6,26,201846.705107031,481944063.669278,Wildfire
301,26410,AK6371115203319900709,HOT SLOUGH,1990,7,9,172616.416186533,542648888.758164,Wildfire
302,9148,AK6371314134320060618,DENNISON,2006,6,18,144059.053535599,188000781.523384,Wildfire
303,5877,AK6371314242619980630,WEST FORK,1998,6,30,102065.490776342,120765170.97413,Wildfire
304,9736,AK6371714155219980101,STP001,1998,1,1,207254.565115767,200133337.66724,Wildfire
305,2067,AK6371814232120060711,FAIRPLAY,2006,7,11,56200.6948823118,42480750.253071,Wildfire
306,7421,AK6372515966920130620,RIDGE TOP,2013,6,20,129579.154351072,152508804.355668,Wildfire
307,28825,AK6372615427420020604,SULUKNA,2002,6,4,213991.443293865,592879165.688888,Wildfire
308,3868,AK6373115895419900701,032044,1990,7,1,93149.6351535088,79486367.9551885,Wildfire
309,47567,AK6374015135419900630,BEAR CREEK,1990,6,30,358679.317452631,979326662.31624,Wildfire
310,3537,AK6384515594519910707,SURPRISE,1991,7,7,47405.4027805739,73356473.4932038,Wildfire
311,1949,AK6384915357320100528,PARADISE FORK,2010,5,28,53400.444463684,40440250.7194511,Prescribed Fire
312,16385,AK6385314372720130622,BILLY CREEK,2013,6,22,195342.959436108,340207866.756655,Wildfire
313,1912,AK6385715178619900708,BILLBERG,1990,7,8,49598.0659249892,39693835.6992955,Wildfire
314,40844,AK6386414554119870522,GRANITE CREEK,1987,5,22,186680.575405535,848349862.305843,Wildfire
315,4380,AK6386415957520040722,BEAR CREEK,2004,7,22,71176.838516239,90981690.8410118,Wildfire
316,1622,AK6386715377120050708,TELSITNA 2,2005,7,8,45572.94136926,33695572.916544,Wildfire
317,2470,AK6386815097020150625,MOOSE CREEK,2015,6,25,91192.8942494576,51275899.4303418,Wildfire
318,3371,AK6387115557319910628,131521,1991,6,28,69604.2974997118,70046694.0771474,Wildfire
319,12071,AK6387215071520000624,OTTER CREEK,2000,6,24,176625.38278414,250859402.423461,Wildfire
320,58145,AK6387215719420020522,GALATEA CREEK,2002,5,22,366594.81083124,1208376603.36837,Wildfire
321,10974,AK6388415351220150705,SETHKOKNA 2,2015,7,5,165758.439716448,228376528.806558,Wildfire
322,2674,AK6388515017320110709,CHITSIAMOUNTAIN,2011,7,9,43763.4519346992,55588495.3294518,Wildfire
323,8530,AK6388515285420020802,LYNX CREEK,2002,8,2,79959.7880617027,177424892.633018,Wildfire
324,59189,AK6389314599320130530,MISSISSIPPI,2013,5,30,649499.980023844,1245254347.59881,Wildfire
325,2256,AK6389315783219910628,GAL S 57,1991,6,28,57906.2511962091,46949204.9182611,Wildfire
326,31621,AK6390615441720150623,OUR CREEK,2015,6,23,295172.655305541,661760125.309058,Wildfire
327,72638,AK6390814635820020515,SPURS,2002,5,15,348343.080192777,1513451978.1984,Wildfire
328,33629,AK6390815136820130622,MOVING RIVER,2013,6,22,426425.71344456,700067064.709656,Wildfire
329,18346,AK6391514573119990611,DONNELLY FLATS,1999,6,11,180524.179058248,382443473.122218,Wildfire
330,2339,AK6378815566319910628,131520,1991,6,28,56401.8565449547,48349005.3467898,Wildfire
331,71718,AK6379315629220020526,BEAR CREEK,2002,5,26,377885.800562265,1482124777.15075,Wildfire
332,1399,AK6379515502919840623,414060,1984,6,23,40819.234155697,28920112.7818152,Wildfire
333,1108,AK6379516024619900702,UNK SE 10,1990,7,2,28350.6447876292,22893258.3298429,Wildfire
334,59693,AK6379815714219880712,832097,1988,7,12,377222.74923027,1234065513.11716,Wildfire
335,8444,AK6380815802720150625,LITTLE MUD RIVER,2015,6,25,87936.2549798311,175070241.006427,Wildfire
336,48197,AK6380915201720150625,CARLSON LAKE,2015,6,25,485116.417785053,996912921.57396,Wildfire
337,21139,AK6381514513419940614,HAJDUKOVICH,1994,6,14,149294.252677129,437533112.352912,Wildfire
338,13150,AK6381615490920090526,SUSULATNA,2009,5,26,235767.744334539,272203359.175362,Wildfire
339,58025,AK6381615873020020717,KHOTOL RIVER,2002,7,17,584848.88940224,1201135424.23842,Wildfire
340,6565,AK6381915150519860705,MHM ESE 23,1986,7,5,92117.7259664278,135914357.362425,Wildfire
341,2996,AK6382115360820050711,SETHKOKNA RIVER,2005,7,11,70588.8991382953,61986743.8973011,Wildfire
342,1010,AK6383014589020100508,TEXAS RANGE RX,2010,5,8,19124.1790822942,20920097.4768001,Prescribed Fire
343,5098,AK6383114584820080520,BOLIO LAKE RX,2008,5,20,78461.55426892,105617030.087464,Prescribed Fire
344,10818,AK6383315238320150627,DEEP CREEK,2015,6,27,138235.629779029,223884151.874135,Wildfire
345,1116,AK6383315453320150626,BRIDGE,2015,6,26,35646.2672129589,23141902.7384547,Wildfire
346,31347,AK6383315580420000625,TANGO CREEK,2000,6,25,337566.940145493,649323716.782516,Wildfire
347,4863,AK6383815072620000625,UPPER OTTER CREEK,2000,6,25,86835.8934051987,100807513.120959,Wildfire
348,7533,AK6384115414720070521,SULUKNA RIVER WFU,2007,5,21,116193.237270222,155943383.204552,Wildland Fire Use
349,322783,AK6384514248320040615,TAYLOR HIGHWAY COMPLEX (CHICKEN),2004,6,15,1085335.30788151,6720516063.11879,Wildfire
350,3375,AK6397015063719900705,SANDLESSLK,1990,7,5,89948.966425732,70563405.9576342,Wildfire
351,8967,AK6397714636220100508,OKLAHOMA IMPACT AREA,2010,5,8,136818.304251576,187747035.740038,Prescribed Fire
352,48236,AK6397715103220090617,BEAR CREEK,2009,6,17,384989.541769116,1009936869.90117,Wildland Fire Use
353,10226,AK6397814659720040614,HILLBILLY,2004,6,14,92152.6742114818,214120548.551037,Wildfire
354,15635,AK6397815593220150627,POORMAN CREEK,2015,6,27,231201.298177633,328747941.548842,Wildfire
355,98775,AK6397915284020000610,SPIRIT LAKE,2000,6,10,411723.182204551,2068466995.30808,Wildfire
356,53368,AK6398014635320140510,1 OKLAHOMA RANGE,2014,5,10,284865.38983884,1113757197.0462,Prescribed Fire
357,3516,AK6398016005519910608,132225,1991,6,8,66104.2529054683,73637381.5528699,Wildfire
358,6446,AK6398814635020120925,INDUSTRIAL PARK,2012,9,25,99733.8593921182,135012494.535176,Wildfire
359,1690,AK6398914522919950503,CLEARWATER#1,1995,5,3,37920.8371767384,35409252.981673,Wildfire
360,56932,AK6398915063220130625,SANDLESS LAKE,2013,6,25,639535.805303331,1200572829.77285,Wildfire
361,2548,AK6399014425720100528,DELTA COMPLEX (SOUTH FORK HEALY),2010,5,28,47584.7682752029,53391501.6850523,Wildfire
362,1792,AK6400214649820010927,HILLBILLY,2001,9,27,44352.4286150274,37582675.9681944,Wildfire
363,46475,AK6400215979220150620,OLD WOMAN,2015,6,20,404968.431140296,977268838.074342,Wildfire
364,25914,AK6400615765019880713,831024,1988,7,13,276892.062238331,543718189.517323,Wildfire
365,29750,AK6401314634520160411,DTAW OKLAHOMA IMPACT AREA RX,2016,4,11,164265.601694667,622326334.00357,Prescribed Fire
366,1181,AK6401315602120160714,CAMP CREEK,2016,7,14,44621.6304505025,24803212.0209165,Wildfire
367,89279,AK6402414159320040622,TAYLOR HIGHWAY COMPLEX (WALL STREET),2004,6,22,391223.782916615,1875601766.91519,Wildfire
368,5310,AK6402515022419900707,CHITSIA,1990,7,7,84824.2012664663,111564388.635931,Wildfire
369,29564,AK6402915126619860614,632010,1986,6,14,225855.021420233,621318050.969536,Wildfire
370,10148,AK6403016069720150621,EGAVIK,2015,6,21,134333.499980498,213188809.233379,Wildfire
371,22110,AK6403314630720140513,100 MILE CREEK,2014,5,13,171524.377444893,466460873.512203,Wildfire
372,21968,AK6403515783820150623,ILLINOIS MINE,2015,6,23,267680.701433856,462471085.702833,Wildfire
373,17389,AK6403715564820150622,GENTIAN,2015,6,22,232357.243037713,365737858.801911,Wildfire
374,5264,AK6404015578120020621,MOOSE CREEK,2002,6,21,72724.6005207684,110713543.105303,Wildfire
375,2938,AK6391714599120100517,MISSISSIPPI IMPACT AREA,2010,5,17,49745.5964322527,61242972.950784,Prescribed Fire
376,19692,AK6393014272620040629,TAYLOR HIGHWAY COMPLEX (ANOMALY),2004,6,29,132245.665812025,410925192.401812,Wildfire
377,10243,AK6393015752719840606,MUD FIRE,1984,6,6,135164.240958517,213753728.891197,Wildfire
378,2063,AK6393214888720110521,FRANCISCREEK,2011,5,21,52448.3368978036,43069222.511235,Wildfire
379,6413,AK6393215763020050727,TLATL HILLS,2005,7,27,126917.518005298,133848372.648558,Wildfire
380,14008,AK6393314632820070520,OPERATION BURN BOLIO,2007,5,20,244360.20121156,292598184.997527,Prescribed Fire
381,2429,AK6393414918919870630,SLATE CREK,1987,6,30,38703.5010687527,50695305.7178689,Wildfire
382,1393,AK6393815348420160715,PARADISE FORK,2016,7,15,40635.7981269965,29084041.1641978,Wildfire
383,33500,AK6393815799520050725,LITTLE MUD RIVER #1,2005,7,25,282595.714781909,699777149.963874,Wildfire
384,62240,AK6393915220320130622,BEAVER LOG LAKES,2013,6,22,311141.211718504,1305847007.7587,Wildfire
385,2773,AK6394215655920040720,NORTH FORK INNOKO,2004,7,20,55314.9660919014,57922704.8045518,Wildfire
386,2169,AK6394314880320100526,POPAVICH,2010,5,26,31015.9639590101,45294977.2618773,Wildfire
387,9766,AK6394715047720000626,CHITSIA,2000,6,26,103377.041706315,204027318.126909,Wildfire
388,2853,AK6394915413920050617,SULUKNA RIVER,2005,6,17,59551.8467040136,59611589.5286615,Wildfire
389,2679,AK6394915958720050726,OLD WOMAN RIVER,2005,7,26,52325.1636851396,55991715.4667178,Wildfire
390,3002,AK6395214639220120621,DELTA CREEK # 2,2012,6,21,48611.1780748956,62775906.5994655,Wildfire
391,5365,AK6395614630220120610,OKLAHOMA IMPACT AREA,2012,6,10,134071.58336615,112359141.771431,Prescribed Fire
392,38398,AK6395914637020090501,OKLAHOMA 2,2009,5,1,144532.500641802,802955011.0466,Wildfire
393,8577,AK6396214485020150617,HEALY LAKE,2015,6,17,88991.9831404595,179057964.619254,Wildfire
394,23797,AK6396614637219900628,MILITARY #7,1990,6,28,234611.298331322,497850812.675172,Wildfire
395,134924,AK6418515356620090613,NOWITNA,2009,6,13,757716.820850242,2878499667.62057,Wildland Fire Use
396,1398,AK6418815265820100528,SISCHU 1,2010,5,28,34922.2913390217,29708090.1543806,Prescribed Fire
397,9395,AK6418915922420040716,ROTO RIVER,2004,7,16,89744.7611930034,199720663.108511,Wildfire
398,24974,AK6419815150220020606,JOHN HANSEN CREEK,2002,6,6,175591.850742703,531270008.013202,Wildland Fire Use
399,87861,AK6422214875720090802,RAILBELT COMPLEX (REX CREEK),2009,8,2,248426.446891657,1872212669.91082,Wildfire
400,2181,AK6422715001720050812,TOKLAT 2,2005,8,12,47707.5776795929,46481170.9416841,Wildfire
401,79220,AK6422715624420050730,EAST FORK YUKI RIVER,2005,7,30,545621.1230765,1694440816.01387,Wildfire
402,78230,AK6422914089220050628,SMITH CREEK,2005,6,28,330464.454383729,1667824908.41813,Wildfire
403,39211,AK6423315310020150626,SETHKOKNA,2015,6,26,335188.443155492,837012097.495027,Wildfire
404,4930,AK6423914483320100601,DELTA COMPLEX (BIG SWEDE),2010,6,1,89591.765948924,105177530.581386,Wildfire
405,1401,AK6424014931020030526,REX BRIDGE,2003,5,26,44241.3813453445,29890238.7891852,Wildfire
406,15932,AK6424014963219900526,TEKLANIKA,1990,5,26,104915.260319564,339932069.472488,Wildfire
407,68820,AK6424415799020000625,YUKON CREEK,2000,6,25,334093.835102962,1468792944.05171,Wildfire
408,4754,AK6425015729619910622,131356,1991,6,22,72690.8748857964,101504172.043502,Wildfire
409,1889,AK6425315004020050616,TOKLAT,2005,6,16,34385.1974867611,40338859.3619694,Wildfire
410,37978,AK6426114723720150621,BLAIR,2015,6,21,334563.653474739,811022587.834426,Wildfire
411,8624,AK6426414944620150621,KOBE,2015,6,21,92367.3227986854,184376848.090909,Wildfire
412,44423,AK6426615431620130621,SULATNA RIVER,2013,6,21,311526.638792262,948389626.938647,Wildfire
413,2092,AK6426915758920010625,EDDY CREEK,2001,6,25,52237.567328014,44730942.4307957,Wildfire
414,1607,AK6427014932819910613,BIG REX,1991,6,13,28426.9696628631,34355596.7802637,Wildfire
415,43371,AK6428114168920040703,LUCKY CREEK,2004,7,3,303861.406096181,928161083.839893,Wildfire
416,2248,AK6404514347520030810,MOLLY CREEK,2003,8,10,61228.4592818529,47268783.3959617,Wildfire
417,62508,AK6406014607919980521,CARLA LAKE,1998,5,21,375813.171864099,1316556416.28481,Wildfire
418,25543,AK6406415132120020720,JOHN HANSEN LAKE,2002,7,20,252221.385002931,538133494.851892,Wildfire
419,15916,AK6406715413320150623,SULUKNA,2015,6,23,182425.477941926,335324692.052282,Wildfire
420,127573,AK6407715233220020605,SISCHU,2002,6,5,394890.774078581,2690167547.5214,Wildfire
421,94290,AK6407715636220050628,CAMP CREEK,2005,6,28,685337.790178918,1981609722.55476,Wildfire
422,3144,AK6408414134219980603,WALKER FORK,1998,6,3,62486.5185983794,66337837.8708062,Wildfire
423,15280,AK6408415061520090712,BEAR PAW,2009,7,12,319060.012319383,322376826.383084,Wildland Fire Use
424,9302,AK6408715802720050729,KALYUH HILL,2005,7,29,136857.611139744,196308766.527219,Wildfire
425,5871,AK6409815158720130624,DEAD FISH LAKE,2013,6,24,88071.5128225396,123810095.628328,Wildfire
426,100672,AK6410015373320150620,SEA,2015,6,20,651953.557625816,2116495976.9117,Wildfire
427,26220,AK6410714281919990515,MOSQUITO,1999,5,15,436736.284019918,553903462.691056,Wildfire
428,33081,AK6410815737320050727,LITTLE MUD RIVER 2,2005,7,27,332911.172605981,698012855.312991,Wildfire
429,9645,AK6410914938720120623,BEAR CREEK #4,2012,6,23,124289.46140535,204337788.177327,Wildfire
430,14163,AK6411514688520060515,LITTLE DELTA RIVER,2006,5,15,119701.245893995,299489609.978074,Wildfire
431,9223,AK6411814450920150617,MICHIGAN CREEK,2015,6,17,150550.000510962,195309867.518942,Wildfire
432,11972,AK6412116029820130620,SHAKTOOLIK RIVER,2013,6,20,115496.111472882,253413849.749419,Wildfire
433,6832,AK6412215087220050716,BEAR PAW MOUNTAIN,2005,7,16,81954.2248631687,144548133.629035,Wildfire
434,48653,AK6412414489420110526,EASTVOLKMAR,2011,5,26,603161.163210851,1032337940.51306,Wildfire
435,3742,AK6413515308520130802,SETHKOKNA,2013,8,2,59013.0188387795,79358161.2456892,Wildfire
436,2882,AK6413615285520100528,SISCHU 2,2010,5,28,48127.4620087776,61031165.4920781,Prescribed Fire
437,5478,AK6413714390020040813,UPPER HEALY RIVER,2004,8,13,76836.3700893679,115980546.55514,Wildfire
438,39542,AK6415215082120000624,BEARPAW MT,2000,6,24,271612.975121403,838327253.415779,Wildfire
439,4375,AK6415315511720150621,LITTLE MOOSE,2015,6,21,112058.545280351,92846433.7105957,Wildfire
440,29836,AK6416114695620070429,LITTLE DELTA,2007,4,29,425524.326177088,633962151.239502,Wildfire
441,22515,AK6417215667620150622,BARE MT,2015,6,22,310827.139255224,478344427.084798,Wildfire
442,73270,AK6417715547020020721,LONG CREEK,2002,7,21,281883.522416155,1556273318.9653,Wildfire
443,1548,AK6444415014320070629,UNNAMED,2007,6,29,26147.8604029929,33509633.4452904,Wildfire
444,120133,AK6445414789820090712,WOOD RIVER 1,2009,7,12,416751.89123082,2603270304.41899,Wildland Fire Use
445,40457,AK6445615319920020608,BIG MUD,2002,6,8,243713.362885357,876801944.366107,Wildfire
446,5288,AK6445714633619990705,MCCOY CREEK,1999,7,5,104654.865849744,114603938.62273,Wildfire
447,9437,AK6446115616220100624,YUKI RIVER,2010,6,24,126281.880514408,204597313.227242,Wildfire
448,120372,AK6446715114520090617,ZITZIANA,2009,6,17,811593.923521187,2610945188.45055,Wildfire
449,3092,AK6447315179920050617,BITZSHTINI MOUNTAIN,2005,6,17,74113.4665617065,67088329.5766323,Wildfire
450,4065,AK6447315729220150623,TOTSON,2015,6,23,103350.043811319,88275072.4905898,Wildfire
451,125276,AK6447814879320060607,PARKS HWY,2006,6,7,472840.611020835,2719492337.37647,Wildfire
452,1897,AK6448214467319840607,GLACIER CREEK,1984,6,7,39504.3083343594,41190231.5610736,Wildfire
453,49047,AK6448314731620120623,DRY CREEK,2012,6,23,315612.128465862,1072133383.07447,Wildfire
454,7507,AK6449114776620040808,WILLOW CREEK,2004,8,8,95749.0377565432,163123190.431886,Wildfire
455,13214,AK6449215431720100531,LOST RIVER,2010,5,31,140359.176572734,287141580.152105,Wildfire
456,1116,AK6449714148119940811,EAA SW 20,1994,8,11,27244.4094160719,24254101.4900045,Wildfire
457,1100,AK6450114644520160715,MID SALCHA,2016,7,15,38955.1018477415,23938341.628268,Wildfire
458,39092,AK6450115234620050809,CHITANATALA MOUNTAINS,2005,8,9,242583.020955115,850055227.063143,Wildfire
459,149819,AK6451514109620050712,BOUNDARY CREEK,2005,7,12,522747.601203679,3261021401.90988,Wildfire
460,12867,AK6451714457119900709,SHAWNEE,1990,7,9,133721.728684797,280120743.771371,Wildfire
461,260205,AK6452215036320020608,GESKAKMINA LAKE,2002,6,8,815008.440884133,5657631191.74147,Wildfire
462,14560,AK6453214178420040626,CHAMPION CREEK,2004,6,26,133573.171939446,317306836.700215,Wildfire
463,1446,AK6428715665520150622,KETLKEDE,2015,6,22,55395.2989540206,30898913.9556404,Wildfire
464,11801,AK6429315747920150622,CAMP CREEK,2015,6,22,147806.697086418,253611761.237087,Wildfire
